CASE_NUMBER,BARRACK,ACC_DATE,ACC_TIME,ACC_TIME_CODE,DAY_OF_WEEK,ROAD,INTERSECT_ROAD,DIST_FROM_INTERSECT,DIST_DIRECTION,CITY_NAME,COUNTY_CODE,COUNTY_NAME,VEHICLE_COUNT,PROP_DEST,INJURY,COLLISION_WITH_1,COLLISION_WITH_2
1363000002,Rockville,01/01/2012 12:00:00 AM,2:01,1,SUNDAY   ,IS 00495 CAPITAL BELTWAY,IS 00270 EISENHOWER MEMORIAL,0,U,Not Applicable,15,Montgomery,2,YES,NO,VEH,OTHER-COLLISION
1296000023,Berlin,01/01/2012 12:00:00 AM,18:01,5,SUNDAY   ,MD 00090 OCEAN CITY EXPWY,CO 00220 ST MARTINS NECK RD,0.25,W,Not Applicable,23,Worcester,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1283000016,Prince Frederick,01/01/2012 12:00:00 AM,7:01,2,SUNDAY   ,MD 00765 MAIN ST,CO 00208 DUKE ST,100,S,Not Applicable,4,Calvert,1,YES,NO,FIXED OBJ,FIXED OBJ
1282000006,Leonardtown,01/01/2012 12:00:00 AM,0:01,1,SUNDAY   ,MD 00944 MERVELL DEAN RD,MD 00235 THREE NOTCH RD,10,E,Not Applicable,18,St. Marys,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267000007,Essex,01/01/2012 12:00:00 AM,1:01,1,SUNDAY   ,IS 00695 BALTO BELTWAY,IS 00083 HARRISBURG EXPWY,100,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000006,Essex,01/01/2012 12:00:00 AM,1:01,1,SUNDAY   ,IS 00083 HARRISBURG EXPWY,MD 00137 MT CARMEL RD,0.25,S,Not Applicable,3,Baltimore,,NO,YES,FIXED OBJ,OTHER-COLLISION
1267000005,Essex,01/01/2012 12:00:00 AM,1:01,1,SUNDAY   ,IS 00070 NO NAME,IS 00695 BALTO BELTWAY,1.5,S,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1266000090,College Park,01/01/2012 12:00:00 AM,6:01,2,SUNDAY   ,IS 00095 NO NAME,CO 00014 CHERRY HILL RD,0.25,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1266000025,College Park,01/01/2012 12:00:00 AM,14:01,4,SUNDAY   ,US 00050 JOHN HANSON HWY,MD 00410 VETERANS PKWY,0.25,E,Not Applicable,16,Prince Georges,1,YES,YES,FIXED OBJ,OTHER-COLLISION
1266000016,College Park,01/01/2012 12:00:00 AM,6:01,2,SUNDAY   ,US 00050 JOHN HANSON HWY,US 00050 ARDWICK ARDMORE RD,100,,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1266000008,College Park,01/01/2012 12:00:00 AM,5:01,2,SUNDAY   ,IS 00095 CAPITAL BELTWAY,MD 00201 KENILWORTH AVE,0.25,N,Not Applicable,16,Prince Georges,2,NO,NO,VEH,OTHER-COLLISION
1265000019,Glen Burnie,01/01/2012 12:00:00 AM,17:01,5,SUNDAY   ,RP 00097 RAMP IS 97 TO MD 176,MD 00176 DORSEY RD,100,W,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1265000016,Glen Burnie,01/01/2012 12:00:00 AM,15:01,4,SUNDAY   ,MD 00295 BALT WASH PKWY,IS 00695 BALTO BELTWAY,500,N,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1265000009,Glen Burnie,01/01/2012 12:00:00 AM,4:01,2,SUNDAY   ,MD 00695 BALTO BELTWAY,MD 00010 ARUNDEL EXPWY,0,U,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1265000003,Glen Burnie,01/01/2012 12:00:00 AM,1:01,1,SUNDAY   ,MD 00295 BALT0 WASH  PKWY,UU 00000 STRUC OVER MD 295,0.3,N,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1263000017,Rockville,01/01/2012 12:00:00 AM,18:01,5,SUNDAY   ,IS 00495 CAPITAL BELTWAY,CO 07073 SEMINARY RD,0.3,W,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000031,JFK,01/01/2012 12:00:00 AM,17:01,5,SUNDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 MILE MARKER 92.0,0.6,S,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1262000026,JFK,01/01/2012 12:00:00 AM,16:01,5,SUNDAY   ,IS 00095 J F K MEMORIAL HWY,RP 00095 RP FR MD 43 TO I-95,0,U,Not Applicable,3,Baltimore,,YES,NO,FIXED OBJ,FIXED OBJ
1261000009,Forestville,01/01/2012 12:00:00 AM,4:01,2,SUNDAY   ,IS 00095 CAPITAL BELTWAY,MD 00414 ST BARNABAS RD,200,N,Not Applicable,16,Prince Georges,2,NO,NO,VEH,OTHER-COLLISION
1257000017,Waldorf,01/01/2012 12:00:00 AM,21:01,6,SUNDAY   ,MD 00229 BENSVILLE RD,MD 00227 MARSHALL CORNER RD,0,U,Not Applicable,8,Charles,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1257000016,Waldorf,01/01/2012 12:00:00 AM,20:01,6,SUNDAY   ,MD 00228 BERRY RD,MD 00229 BENSVILLE RD,10,W,Not Applicable,8,Charles,2,NO,NO,VEH,OTHER-COLLISION
1256000030,Westminster,01/01/2012 12:00:00 AM,20:01,6,SUNDAY   ,MD 00097 Littlestown Pike,CO 00075 Pleasant Valley Road,5,N,Not Applicable,6,Carroll,1,YES,NO,ANIMAL,OTHER-COLLISION
1256000021,Westminster,01/01/2012 12:00:00 AM,17:01,5,SUNDAY   ,MD 00027 RIDGE RD,MU 00215 S MAIN ST,25,N,Mount Airy,6,Carroll,,YES,NO,VEH,OTHER-COLLISION
1255000035,North East,01/01/2012 12:00:00 AM,17:01,5,SUNDAY   ,MD 00213 AUGUSTINE HERMAN HWY,CO 00295 GLEBE RD,500,S,Not Applicable,7,Cecil,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1255000021,North East,01/01/2012 12:00:00 AM,9:01,3,SUNDAY   ,MD 00274 JOSEPH BIGGS HWY,CO 00028 PIERCE RD,0.25,E,Not Applicable,7,Cecil,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1255000014,North East,01/01/2012 12:00:00 AM,4:01,2,SUNDAY   ,MD 00272 NORTH EAST RD,CO 00064 ENGLAND CREAMERY RD,0,U,Not Applicable,7,Cecil,1,NO,NO,OTHER-COLLISION,OTHER-COLLISION
1253000018,Bel Air,01/01/2012 12:00:00 AM,2:01,1,SUNDAY   ,CO 00290 FRANKLINVILLE RD,MD 00152 MOUNTAIN RD,0.2,W,Not Applicable,12,Harford,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1251000052,Frederick,01/01/2012 12:00:00 AM,9:01,3,SUNDAY   ,MD 00180 JEFFERSON PIKE,RP 01015 RAMP US 15 TO MD 180,0,U,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1251000025,Frederick,01/01/2012 12:00:00 AM,3:01,1,SUNDAY   ,MD 00026 LIBERTY RD,UU 00000 STR#10025 MON RIVER,0,U,Not Applicable,10,Frederick,1,NO,YES,FIXED OBJ,FIXED OBJ
1250000026,Jessup,01/01/2012 12:00:00 AM,15:01,4,SUNDAY   ,IS 00095 NO NAME,RP 00095 RAMP FR IS95 TO MD32,0,U,Not Applicable,13,Howard,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1250000025,Jessup,01/01/2012 12:00:00 AM,15:01,4,SUNDAY   ,IS 00095 No Name,CO 00136 Montgomery Road,0,N,Not Applicable,13,Howard,4,YES,NO,VEH,OTHER-COLLISION
1250000020,Jessup,01/01/2012 12:00:00 AM,14:01,4,SUNDAY   ,IS 00070 NO NAME,CO 00070 MARRIOTTSVILLE RD,2,E,Not Applicable,13,Howard,2,YES,NO,VEH,OTHER-COLLISION
1365000018,,01/02/2012 12:00:00 AM,5:01,2,MONDAY   ,US 00050 BLUE STAR Mem,CO 04427 BAY DALE DR,150,E,Not Applicable,2,Anne Arundel,2,NO,NO,VEH,FIXED OBJ
1362000042,JFK,01/02/2012 12:00:00 AM,8:01,3,MONDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE MM 99.0,0,U,Not Applicable,7,Cecil,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1352000046,Cumberland,01/02/2012 12:00:00 AM,22:01,6,MONDAY   ,IS 00068 NATIONAL FREEWAY,UU 00000 EXIT #42,0.5,W,Not Applicable,1,Allegany,1,YES,NO,FIXED OBJ,NON-COLLISION
1351000186,Frederick,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,IS 00070 EISENHOWER MEM HWY,RP 00070 RAMP US 15 TO IS 70,0,U,Not Applicable,10,Frederick,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1294000039,McHenry,01/02/2012 12:00:00 AM,22:01,6,MONDAY   ,CO 00091 UNDERWOOD RD,CO 00094 MONTE VISTA RD,0.5,S,Not Applicable,11,Garrett,2,YES,NO,VEH,OTHER-COLLISION
1283000047,Prince Frederick,01/02/2012 12:00:00 AM,5:01,2,MONDAY   ,MD 00002 SOLOMONS ISLAND RD,MD 00002 PARRAN RD,75,S,Not Applicable,4,Calvert,1,YES,NO,FIXED OBJ,FIXED OBJ
1282000059,Leonardtown,01/02/2012 12:00:00 AM,13:01,4,MONDAY   ,00 00000 PARKING LOT,0,0,,Not Applicable,18,St. Marys,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1282000049,Leonardtown,01/02/2012 12:00:00 AM,7:01,2,MONDAY   ,MD 00005 POINT LOOKOUT RD,MD 00244 MEDLEYS NECK RD,500,N,Not Applicable,18,St. Marys,2,YES,NO,VEH,OTHER-COLLISION
1280000056,,01/02/2012 12:00:00 AM,10:01,3,MONDAY   ,MD 00020 CHESTERTOWN RD,CO 00084 AIRY HILL RD,0.3,W,Not Applicable,14,Kent,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1280000050,Centreville,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,MD 00213 CENTREVILLE RD,RP 01301 RAMP MD213 TO US301,15,N,Not Applicable,17,Queen Annes,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1267000044,Essex,01/02/2012 12:00:00 AM,13:01,4,MONDAY   ,IS 00070 NO NAME,IS 00695 BALTO BELTWAY,1.5,E,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267000039,Essex,01/02/2012 12:00:00 AM,9:01,3,MONDAY   ,IS 00695 BALTO BELTWAY,MD 00372 WILKENS AVE,0.5,W,Not Applicable,3,Baltimore,1,YES,NO,VEH,OTHER-COLLISION
1266000054,College Park,01/02/2012 12:00:00 AM,3:01,1,MONDAY   ,IS 00595 JOHN HANSON HWY,MD 00193 ENTERPRISE RD,0.3,W,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1265000046,Glen Burnie,01/02/2012 12:00:00 AM,15:01,4,MONDAY   ,IS 00595 JOHN HANSON HWY,MD 00450 WEST ST,5,W,Not Applicable,2,Anne Arundel,4,YES,NO,VEH,VEH
1265000032,Glen Burnie,01/02/2012 12:00:00 AM,6:01,2,MONDAY   ,IS 00097 NO NAME,SR 00031 FARM RD,0.5,N,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1264000084,Hagerstown,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,IS 00068 NATIONAL FREEWAY,MD 00144 WESTERN PIKE,0.5,W,Not Applicable,21,Washington,1,YES,NO,ANIMAL,OTHER-COLLISION
1263000025,Rockville,01/02/2012 12:00:00 AM,11:01,3,MONDAY   ,IS 00270 EISENHOWER MEM HGY,UU 00000 EXIT #11,1,N,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000072,JFK,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,IS 00095 J F K MEMORIAL HWY,CO 00079 RED TOAD RD,1.5,S,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1261000035,Forestville,01/02/2012 12:00:00 AM,20:01,6,MONDAY   ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,1000,S,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000028,Forestville,01/02/2012 12:00:00 AM,13:01,4,MONDAY   ,MD 00005 BRANCH AVE,CO 00599 BRANDYWINE RD,15,S,Not Applicable,16,Prince Georges,3,NO,YES,VEH,FIXED OBJ
1257000025,Waldorf,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,US 00301 CRAIN HWY,CO 00260 VFW RD,0.25,S,Not Applicable,8,Charles,3,NO,YES,VEH,OTHER-COLLISION
1257000021,Waldorf,01/02/2012 12:00:00 AM,14:01,4,MONDAY   ,MD 00005 LEONARDTOWN RD,US 00301 CRAIN HWY,25,S,Not Applicable,8,Charles,2,YES,NO,VEH,OTHER-COLLISION
1257000020,Waldorf,01/02/2012 12:00:00 AM,12:01,4,MONDAY   ,MD 00225 HAWTHORNE RD,CO 00137 MARSHALLS CORNER RD,0,U,Not Applicable,8,Charles,2,YES,NO,VEH,OTHER-COLLISION
1255000068,North East,01/02/2012 12:00:00 AM,14:01,4,MONDAY   ,MD 00272 NORTH EAST RD,CO 00129 NAZARENE CAMP RD,0,N,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1253000038,Bel Air,01/02/2012 12:00:00 AM,17:01,5,MONDAY   ,MD 00924 EMMORTON RD,MD 00024 VIET VETS MEM HWY,0,U,Not Applicable,12,Harford,2,NO,YES,VEH,OTHER-COLLISION
1252000055,Cumberland,01/02/2012 12:00:00 AM,15:01,4,MONDAY   ,US 00220 MCMULLEN HWY,CO 00269 LONE OAK LN,0,U,Not Applicable,1,Allegany,2,NO,YES,VEH,OTHER-COLLISION
1252000027,Cumberland,01/02/2012 12:00:00 AM,12:01,4,MONDAY   ,IS 00068 NATIONAL FREEWAY,CO 00094 MIDLOTHIAN RD,0,U,Not Applicable,1,Allegany,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1251000203,Frederick,01/02/2012 12:00:00 AM,16:01,5,MONDAY   ,MD 00026 LIBERTY RD,MD 00355 WORMANS MILL RD,0.1,E,Not Applicable,10,Frederick,3,YES,NO,VEH,VEH
1250000047,Jessup,01/02/2012 12:00:00 AM,15:01,4,MONDAY   ,MD 00100 NO NAME,US 00001 WASHINGTON BLVD,0.1,E,Not Applicable,13,Howard,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1296000058,Berlin,01/03/2012 12:00:00 AM,16:01,5,TUESDAY  ,MD 00610 WHALEYVILLE RD,CO 00244 PEERLESS RD,0.3,E,Not Applicable,23,Worcester,2,NO,YES,VEH,FIXED OBJ
1295000034,Princess Anne,01/03/2012 12:00:00 AM,14:01,4,TUESDAY  ,UU 00000 Wenona Harbor Lot,MD 00363 Deal Island RD,10,E,Not Applicable,19,Somerset,2,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1283000092,Prince Frederick,01/03/2012 12:00:00 AM,1:01,1,TUESDAY  ,MD 00002 SOLOMONS ISLAND RD,MD 00765 FLAG POND PKWY,0.25,N,Not Applicable,4,Calvert,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267000108,Essex,01/03/2012 12:00:00 AM,19:01,5,TUESDAY  ,IS 00083 HARRISBURG EXPWY,UU 00000 EXIT #18,200,N,Not Applicable,3,Baltimore,4,YES,NO,VEH,OTHER-COLLISION
1267000105,Essex,01/03/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00695 BALTO BELTWAY,MD 00146 DULANEY VALLEY RD,0.25,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000103,Essex,01/03/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00695 BALTO BELTWAY,CO 00722 GREENSPRING AVE,50,E,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000069,Essex,01/03/2012 12:00:00 AM,8:01,3,TUESDAY  ,IS 00083 BALTO BELTWAY,CO 01117 THORNTON RD,80,E,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267000064,Essex,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,IS 00695 BALTO BELTWAY,MD 00122 SECURITY BLVD,0.75,W,Not Applicable,3,Baltimore,2,YES,NO,VEH,FIXED OBJ
1266000156,College Park,01/03/2012 12:00:00 AM,17:01,5,TUESDAY  ,US 00001 BALTIMORE AVE,IS 00095 CAPITAL BELTWAY,0.25,S,Not Applicable,16,Prince Georges,2,NO,NO,VEH,OTHER-COLLISION
1266000096,College Park,01/03/2012 12:00:00 AM,9:01,3,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00201 KENILWORTH AVE,0.25,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1266000092,College Park,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00201 KENILWORTH AVE,0,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1265000243,Glen Burnie,01/03/2012 12:00:00 AM,21:01,6,TUESDAY  ,MD 00178 GENERALS HWY,IS 00097 NO NAME,1400,S,Not Applicable,2,Anne Arundel,1,NO,YES,ANIMAL,OTHER-COLLISION
1265000084,Glen Burnie,01/03/2012 12:00:00 AM,20:01,6,TUESDAY  ,IS 00595 JOHN HANSON HWY,MD 00424 DAVIDSONVILLE RD,100,W,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,OTHER-COLLISION
1265000078,Glen Burnie,01/03/2012 12:00:00 AM,15:01,4,TUESDAY  ,MD 00295 BALT WASH PKWY,RP 00195  MD 295 TO IS 195,1.5,S,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1265000071,Glen Burnie,01/03/2012 12:00:00 AM,13:01,4,TUESDAY  ,MD 00295 BALT WASH PKWY,MD 00175 JESSUP RD,0.1,S,Not Applicable,2,Anne Arundel,2,YES,NO,VEH,FIXED OBJ
1265000066,Glen Burnie,01/03/2012 12:00:00 AM,9:01,3,TUESDAY  ,IS 00097 NO NAME,SR 00031 FARM RD,0,U,Not Applicable,2,Anne Arundel,1,YES,YES,FIXED OBJ,OTHER-COLLISION
1265000056,Glen Burnie,01/03/2012 12:00:00 AM,0:01,1,TUESDAY  ,IS 00595 JOHN HANSON HWY,UU 00000 EXIT #24,10,E,Not Applicable,2,Anne Arundel,3,NO,YES,VEH,OTHER-COLLISION
1264000133,Hagerstown,01/03/2012 12:00:00 AM,15:01,4,TUESDAY  ,IS 00070 EISENHOWER MEM HWY,UU 00000 INTERSTATE MM 37,0,U,Not Applicable,21,Washington,4,YES,NO,VEH,OTHER-COLLISION
1264000121,Hagerstown,01/03/2012 12:00:00 AM,10:01,3,TUESDAY  ,MD 00065 SHARPSBURG PIKE,CO 00400 OAK RIDGE DR E&W,20,S,Not Applicable,21,Washington,2,NO,YES,VEH,OTHER-COLLISION
1264000105,Hagerstown,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00070 EISENHOWER MEM HWY,UU 00000 MILE MARKER 38.0,0,U,Not Applicable,21,Washington,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1264000100,Hagerstown,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,IS 00070 EISENHOWER MEM HWY,US 00040 NATIONAL PIKE,300,E,Not Applicable,21,Washington,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1264000098,Hagerstown,01/03/2012 12:00:00 AM,5:01,2,TUESDAY  ,IS 00070 EISENHOWER MEM HWY,UU 00000 STRUC #21096,0.2,E,Not Applicable,21,Washington,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1264000097,Hagerstown,01/03/2012 12:00:00 AM,5:01,2,TUESDAY  ,IS 00070 EISENHOWER MEMORIAL ,UU 00000 EXIT #12,3000,E,Not Applicable,21,Washington,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1263000068,Rockville,01/03/2012 12:00:00 AM,4:01,2,TUESDAY  ,IS 00495 CAPITAL BELTWAY,CO 00781 PERSIMMON TREE RD,0,U,Not Applicable,15,Montgomery,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1263000054,Rockville,01/03/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00270 EISENHOWER MEM HWY,MD 00124 QUINCE ORCHARD RD,1,N,Not Applicable,15,Montgomery,2,YES,NO,VEH,OTHER-COLLISION
1263000046,Rockville,01/03/2012 12:00:00 AM,14:01,4,TUESDAY  ,IS 00270 EISENHOWER MEM HWY,MD 00121 CLARKSBURG RD,200,S,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1263000045,Rockville,01/03/2012 12:00:00 AM,13:01,4,TUESDAY  ,IS 00270 EISENHOWER MEM HWY,CO 00200 COMUS RD,0.25,N,Not Applicable,15,Montgomery,2,YES,NO,FIXED OBJ,VEH
1263000044,Rockville,01/03/2012 12:00:00 AM,13:01,4,TUESDAY  ,IS 00270 Eisenhower Mem Hwy,UU 00000 MSP Weight Station,100,S,,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1263000042,Rockville,01/03/2012 12:00:00 AM,10:01,3,TUESDAY  ,IS 00495 CAPITAL BELTWAY,MD 00185 CONNECTICUT AVE,500,W,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1263000037,Rockville,01/03/2012 12:00:00 AM,8:01,3,TUESDAY  ,MD 00355 FREDERICK RD,CO 00212 I 370,10,N,Not Applicable,15,Montgomery,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1263000035,Rockville,01/03/2012 12:00:00 AM,5:01,2,TUESDAY  ,IS 00495 CAPITAL BELTWAY,MD 00097 GEORGIA AVE,0,U,Not Applicable,15,Montgomery,2,YES,NO,VEH,OTHER-COLLISION
1262000136,JFK,01/03/2012 12:00:00 AM,19:01,5,TUESDAY  ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE 63.0 MM,0,,Not Applicable,3,Baltimore,1,YES,NO,VEH,OTHER-COLLISION
1262000133,JFK,01/03/2012 12:00:00 AM,18:01,5,TUESDAY  ,IS 00095 J F K MEMORIAL HWY,RP 00095 RMP FR I-95 TO MD 43,0,U,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1262000104,JFK,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE MM 69.1,0,U,Not Applicable,3,Baltimore,4,NO,YES,VEH,OTHER-COLLISION
1261000056,Forestville,01/03/2012 12:00:00 AM,17:01,5,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00414 ST BARNABAS RD,1000,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000055,Forestville,01/03/2012 12:00:00 AM,13:01,4,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00210 INDIAN HEAD HWY,2000,S,Not Applicable,16,Prince Georges,2,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1261000047,Forestville,01/03/2012 12:00:00 AM,8:01,3,TUESDAY  ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,30,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261000045,Forestville,01/03/2012 12:00:00 AM,8:01,3,TUESDAY  ,IS 00095 CAPITAL BELTWAY,CO 00081 SUITLAND RD,200,S,Not Applicable,16,Prince Georges,3,YES,NO,VEH,VEH
1261000043,Forestville,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,IS 00095 CAPITAL BELTWAY,MD 00214 CENTRAL AVE,50,N,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261000041,Forestville,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,MD 00005 BRANCH AVE,CO 02951 EARNSHAW DR,100,N,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1257000039,Waldorf,01/03/2012 12:00:00 AM,14:01,4,TUESDAY  ,MD 00005 MATTAWOMAN  RD,CO 01120 POPLAR HILL RD,10,S,Not Applicable,8,Charles,2,NO,YES,VEH,OTHER-COLLISION
1257000035,Waldorf,01/03/2012 12:00:00 AM,8:01,3,TUESDAY  ,MD 00228 BERRY RD,CO 00873 WESTERN PKWY,500,E,Not Applicable,8,Charles,2,NO,YES,VEH,OTHER-COLLISION
1256000106,Westminster,01/03/2012 12:00:00 AM,14:01,4,TUESDAY  ,MD 00027 RIDGE RD,UU 00000 STRUC #6011,0,U,Not Applicable,6,Carroll,,NO,YES,FIXED OBJ,OTHER-COLLISION
1256000095,Westminster,01/03/2012 12:00:00 AM,11:01,3,TUESDAY  ,MD 00027 Ridge Road,MD 00808 Spring Mills Road,500,S,Not Applicable,6,Carroll,2,YES,NO,VEH,OTHER-COLLISION
1254000051,Salisbury,01/03/2012 12:00:00 AM,20:01,6,TUESDAY  ,US 00050 SALISBURY PKWY,UU 00000 MILE MARKER 114.0,1000,W,Not Applicable,22,Wicomico,1,YES,NO,OTHER-COLLISION,NON-COLLISION
1253000078,Bel Air,01/03/2012 12:00:00 AM,19:01,5,TUESDAY  ,MD 00924 EMMORTON RD,CO 00246 SINGER RD,5,S,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000065,Bel Air,01/03/2012 12:00:00 AM,11:01,3,TUESDAY  ,MD 00024 VIET VETS MEM HWY,CO 00248 W RING FACTORY RD,200,S,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253000050,Bel Air,01/03/2012 12:00:00 AM,7:01,2,TUESDAY  ,MD 00161 DARLINGTON RD,CO 01852 WILKINSON RD,0.2,S,Not Applicable,12,Harford,2,NO,YES,ANIMAL,VEH
1253000049,Bel Air,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,MD 00007 PHILADELPHIA RD,CO 00508 JOPPA FARM RD,0,N,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1252000106,Cumberland,01/03/2012 12:00:00 AM,21:01,6,TUESDAY  ,US 00220 MCMULLEN HWY,OP 00042 Scotch Pine Road,0,U,Not Applicable,1,Allegany,3,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1252000087,Cumberland,01/03/2012 12:00:00 AM,13:01,4,TUESDAY  ,IS 00068 NATIONAL FREEWAY,MD 00948 MV SMITH RD,2,E,Not Applicable,1,Allegany,2,YES,NO,VEH,OTHER-COLLISION
1252000085,Cumberland,01/03/2012 12:00:00 AM,12:01,4,TUESDAY  ,IS 00068 NATIONAL FREEWAY,MD 00948 MV SMITH RD,1,E,Not Applicable,1,Allegany,3,YES,NO,VEH,FIXED OBJ
1252000076,Cumberland,01/03/2012 12:00:00 AM,11:01,3,TUESDAY  ,IS 00068 NATIONAL FREEWAY,MD 00948 MV SMITH RD,0.1,E,Not Applicable,1,Allegany,3,NO,YES,VEH,OTHER-COLLISION
1252000067,Cumberland,01/03/2012 12:00:00 AM,6:01,2,TUESDAY  ,US 00220 MCMULLEN HWY,OP 00044 TOMS HOLLOW RD,0.4,S,Not Applicable,1,Allegany,2,YES,NO,VEH,FIXED OBJ
