CASE_NUMBER,BARRACK,ACC_DATE,ACC_TIME,ACC_TIME_CODE,DAY_OF_WEEK,ROAD,INTERSECT_ROAD,DIST_FROM_INTERSECT,DIST_DIRECTION,CITY_NAME,COUNTY_CODE,COUNTY_NAME,VEHICLE_COUNT,PROP_DEST,INJURY,COLLISION_WITH_1,COLLISION_WITH_2
1251027073,Frederick,07/26/2012 12:00:00 AM,20:07,6,THURSDAY ,MD 00194 WOODSBORO PIKE,MU 00031 DEER RUN DR,0,U,Not Applicable,10,Frederick,,NO,YES,VEH,OTHER-COLLISION
1251027053,Frederick,07/26/2012 12:00:00 AM,18:07,5,THURSDAY ,US 00340 JEFFERSON NATL PIKE,MD 00017 BURKITTSVILLE RD,0.25,E,Not Applicable,10,Frederick,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1251026985,Frederick,07/26/2012 12:00:00 AM,4:07,2,THURSDAY ,IS 00270 EISENHOWER MEM HWY,UU 00000 MONTGOMERY CO/L,0.1,N,Not Applicable,10,Frederick,2,NO,YES,NON-COLLISION,OTHER-COLLISION
1250006279,Jessup,07/26/2012 12:00:00 AM,0:07,1,THURSDAY ,MD 00100 NO NAME,IS 00095 NO NAME,0,U,Not Applicable,13,Howard,2,NO,YES,NON-COLLISION,OTHER-COLLISION
1296004928,Berlin,07/27/2012 12:00:00 AM,18:07,5,FRIDAY   ,CO 00334 CATHELL RD,CO 00687 WOODLAWN RD,0,U,Not Applicable,23,Worcester,2,NO,YES,VEH,FIXED OBJ
1296004917,Berlin,07/27/2012 12:00:00 AM,12:07,4,FRIDAY   ,MD 00090 OCEAN CITY EXPWY,UU 00000 St. Martins River Br,0,U,Not Applicable,23,Worcester,4,YES,NO,VEH,VEH
1295003455,Princess Anne,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,US 00013 OCEAN HWY,CO 00089 STEWART NECK RD,10,S,Not Applicable,19,Somerset,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1295003454,Princess Anne,07/27/2012 12:00:00 AM,12:07,4,FRIDAY   ,CO 00302 FLOWER HILL CHURC RD,CO 00390 DOGWOOD DR,20,W,Not Applicable,19,Somerset,2,YES,NO,VEH,OTHER-COLLISION
1294005645,McHenry,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,IS 00068 NATIONAL FREEWAY,UU 00000 INTERSTATE MM 16.0,200,E,Not Applicable,11,Garrett,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1294005642,McHenry,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,US 00219 GARRETT HWY,CO 00319 KELLER RD,30,S,Not Applicable,11,Garrett,2,YES,NO,ANIMAL,OTHER-COLLISION
1294005641,McHenry,07/27/2012 12:00:00 AM,13:07,4,FRIDAY   ,IS 00068 National Freeway,MD 00042 Friendsville Rd.,1,E,Not Applicable,11,Garrett,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1294005623,McHenry,07/27/2012 12:00:00 AM,0:07,1,FRIDAY   ,CO 00455 DEEP CREEK DR,CO 00170 MOSSER RD (BACK),0.5,S,Not Applicable,11,Garrett,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1283010278,Prince Frederick,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,MD 00004 SOUTHERN MD BLVD,CO 01015 TOWN CENTER BLVD,50,N,Not Applicable,4,Calvert,2,YES,NO,VEH,OTHER-COLLISION
1282007638,Leonardtown,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,MD 00246 GREAT MILLS RD,UU 00000 ENT ST MARYS SQUARE,200,W,Not Applicable,18,St. Marys,2,YES,NO,VEH,OTHER-COLLISION
1267009035,Essex,07/27/2012 12:00:00 AM,18:07,5,FRIDAY   ,IS 00695 BALTO BELTWAY,CO 03334 PROVIDENCE RD,200,N,Not Applicable,3,Baltimore,3,NO,YES,VEH,FIXED OBJ
1267009032,Essex,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,IS 00695 BALTO BELTWAY,US 00001 SOUTHWESTERN BLVD,0.5,N,Not Applicable,3,Baltimore,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1267009026,Essex,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,IS 00695 BALTO BELTWAY,MD 00122 SECURITY BLVD,0.05,S,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1266008895,College Park,07/27/2012 12:00:00 AM,16:07,5,FRIDAY   ,IS 00095 CAPITAL BELTWAY,US 00001 BALTIMORE AVE,200,W,Not Applicable,16,Prince Georges,,NO,YES,VEH,VEH
1266008895,College Park,07/27/2012 12:00:00 AM,16:07,5,FRIDAY   ,IS 00095 CAPITAL BELTWAY,CO 00014 CHERRY HILL RD,250,E,Not Applicable,16,Prince Georges,,NO,YES,VEH,VEH
1265006553,Glen Burnie,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,IS 00097 NO NAME,MD 00003 BENFIELD BLVD,100,N,Not Applicable,2,Anne Arundel,1,NO,NO,OTHER-COLLISION,OTHER-COLLISION
1265006551,Glen Burnie,07/27/2012 12:00:00 AM,13:07,4,FRIDAY   ,IS 00097 NO NAME,UU 00000 MILE MARKER 4,25,N,Not Applicable,2,Anne Arundel,2,NO,YES,VEH,OTHER-COLLISION
1265006542,Glen Burnie,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,MU 00241 BAY RIDGE AVE,OP 00955 BENS DR,0,U,Annapolis,2,Anne Arundel,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1264011559,Hagerstown,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,IS 00081 MD VETERANS MEM HWY,MD 00058 CEARFOSS PIKE,100,N,Not Applicable,21,Washington,2,YES,NO,VEH,OTHER-COLLISION
1263006125,Rockville,07/27/2012 12:00:00 AM,19:07,5,FRIDAY   ,CO 00610 EISENHOWER MEM HWY,CO 00160 DEMOCRACY BLVD.,100,S,Not Applicable,15,Montgomery,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1263006124,Rockville,07/27/2012 12:00:00 AM,18:07,5,FRIDAY   ,IS 00270 EISENHOWER MEMORIAL,MD 00124 QUINCE ORCHARD RD,0.1,S,Not Applicable,15,Montgomery,2,NO,YES,VEH,OTHER-COLLISION
1263006121,Rockville,07/27/2012 12:00:00 AM,16:07,5,FRIDAY   ,IS 00270 EISENHOWER MEM HWY,CO 00200 COMUS RD,0.1,S,Not Applicable,15,Montgomery,5,NO,YES,VEH,OTHER-COLLISION
1262008831,JFK,07/27/2012 12:00:00 AM,16:07,5,FRIDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 INTERSTATE MM 92,0.6,S,Not Applicable,7,Cecil,2,YES,NO,VEH,OTHER-COLLISION
1262008822,,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,IS 00095 J F K MEMORIAL HWY,UU 00000 MILE MARKER 71.9,0.25,S,Not Applicable,3,Baltimore,3,NO,YES,VEH,VEH
1262008807,JFK,07/27/2012 12:00:00 AM,3:07,1,FRIDAY   ,IS 00095 J F K MEMORIAL HWY,IS 00695 BALTO BELTWAY,1.5,S,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261006026,Forestville,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,US 00301 CRAIN HWY,CO 03199 VILLAGE DR,0,U,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261006021,Forestville,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,CO 00076 BRIGHTSEAT RD,UU 00000 CONTINENTAL PL,0.2,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261006015,Forestville,07/27/2012 12:00:00 AM,12:07,4,FRIDAY   ,US 00301 CRAIN HWY,MD 00003 GOVERNOR BRIDGE RD,1000,S,Not Applicable,16,Prince Georges,3,YES,NO,VEH,OTHER-COLLISION
1261006013,Forestville,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,375,N,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1261006010,Forestville,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,375,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261006010,Forestville,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,IS 00095 CAPITAL BELTWAY,CO 00974 RITCHIE MARLBORO RD,375,N,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1261006009,Forestville,07/27/2012 12:00:00 AM,9:07,3,FRIDAY   ,IS 00095 CAPITAL BELTWAY,MD 00414 ST BARNABAS RD,200,S,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1258008494,,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,CO 00344 WILLIAMSBURG CHURCH ,CO 00345 ELWOOD CAMP RD,0,U,Not Applicable,9,Dorchester,2,YES,NO,VEH,OTHER-COLLISION
1258008487,,07/27/2012 12:00:00 AM,12:07,4,FRIDAY   ,MD 00016 MT HOLLY RD,CO 00224 AEBERLE RD,250,E,Not Applicable,9,Dorchester,1,NO,YES,FIXED OBJ,OTHER-COLLISION
1258008483,Easton,07/27/2012 12:00:00 AM,11:07,3,FRIDAY   ,MD 00033 ST MICHAELS RD,OP 00051 SOLITUDE RD,0,U,Not Applicable,20,Talbot,3,NO,YES,VEH,OTHER-COLLISION
1257003839,Waldorf,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,MD 00005 LEONARDTOWN RD,MD 00488 LA PLATA RD,0,U,Not Applicable,8,Charles,2,YES,NO,VEH,FIXED OBJ
1257003836,Waldorf,07/27/2012 12:00:00 AM,7:07,2,FRIDAY   ,MD 00228 BERRY RD,CO 00053 MILL HILL RD,1000,W,Not Applicable,8,Charles,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1256011959,Westminster,07/27/2012 12:00:00 AM,6:07,2,FRIDAY   ,MD 00140 BALTIMORE BLVD,CO 00976 DEDE RD,0,U,Not Applicable,6,Carroll,2,YES,NO,VEH,OTHER-COLLISION
1256011951,Westminster,07/27/2012 12:00:00 AM,0:07,1,FRIDAY   ,CO 01209 BRIMFIELD CIR,CO 01210 QUAD LA,50,W,Not Applicable,6,Carroll,,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1256011920,Westminster,07/27/2012 12:00:00 AM,18:07,5,FRIDAY   ,MD 00027 RIDGE RD,CO 00575 CABBAGE SPRING RD,0.25,N,Not Applicable,6,Carroll,,NO,NO,FIXED OBJ,OTHER-COLLISION
1255009400,North East,07/27/2012 12:00:00 AM,22:07,6,FRIDAY   ,MD 00274 Joseph Biggs Highway,CO 00076 Theodore Road,100,N,,7,Cecil,1,NO,YES,FIXED OBJ,FIXED OBJ
1255009381,North East,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,MD 00007 PHILADELPHIA RD,CO 00452 HOLLIS CIR,0,,Not Applicable,7,Cecil,2,NO,YES,VEH,OTHER-COLLISION
1255009375,North East,07/27/2012 12:00:00 AM,11:07,3,FRIDAY   ,US 00040 PULASKI HWY,MD 00007 PHILADELPHIA RD,0,U,Not Applicable,7,Cecil,2,NO,YES,VEH,OTHER-COLLISION
1254004897,Salisbury,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,MD 00346 OLD OCEAN CITY RD,CO 00293 MERRITT MILL RD,0,U,Not Applicable,22,Wicomico,2,NO,YES,VEH,OTHER-COLLISION
1254004895,Salisbury,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,MD 00012 SNOW HILL RD,CO 00687 SHILOH ST,0,U,Not Applicable,22,Wicomico,2,NO,YES,VEH,OTHER-COLLISION
1253007559,Bel Air,07/27/2012 12:00:00 AM,17:07,5,FRIDAY   ,US 00040 PULASKI HWY,CO 00505 JOPPA RD,0,U,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253007553,Bel Air,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,US 00001 BELAIR RD,OP 00097 MILTON LA,200,S,Not Applicable,12,Harford,2,YES,NO,VEH,OTHER-COLLISION
1253007546,Bel Air,07/27/2012 12:00:00 AM,10:07,3,FRIDAY   ,MD 00023 EAST-WEST HWY,CO 00225 GRAFTON SHOP RD,0,U,Not Applicable,12,Harford,2,NO,YES,VEH,FIXED OBJ
1253007544,Bel Air,07/27/2012 12:00:00 AM,9:07,3,FRIDAY   ,MD 00024 EMMORTON RD,CO 00512 HANSON RD,0.2,N,Not Applicable,12,Harford,1,NO,YES,FIXED OBJ,FIXED OBJ
1251027194,Frederick,07/27/2012 12:00:00 AM,19:07,5,FRIDAY   ,MD 00026 LIBERTY RD,MD 00850 N MARKET ST,30,W,Not Applicable,10,Frederick,3,NO,YES,VEH,VEH
1251027168,Frederick,07/27/2012 12:00:00 AM,18:07,5,FRIDAY   ,US 00015 CATOCTIN MOUNTIN HWY,MU 00714 HAYWARD RD,0.25,N,Not Applicable,10,Frederick,2,NO,YES,VEH,OTHER-COLLISION
1251027157,Frederick,07/27/2012 12:00:00 AM,16:07,5,FRIDAY   ,MD 00355 URBANA PIKE,CO 01303 NEW HORIZON WAY,0,U,Not Applicable,10,Frederick,2,YES,NO,VEH,OTHER-COLLISION
1251027135,Frederick,07/27/2012 12:00:00 AM,14:07,4,FRIDAY   ,MD 00027 RIDGE RD,CO 00402 PENN SHOP RD,100,N,Not Applicable,10,Frederick,2,NO,YES,VEH,OTHER-COLLISION
1251027127,Frederick,07/27/2012 12:00:00 AM,13:07,4,FRIDAY   ,IS 00270 EISENHOWER MEM HWY,CO 00353 DR PERRY RD,0,U,Not Applicable,10,Frederick,4,YES,NO,VEH,VEH
1250006330,Jessup,07/27/2012 12:00:00 AM,15:07,4,FRIDAY   ,IS 00070 NO NAME,UU 00000 MSP WEIGH STATION,0.3,W,Not Applicable,13,Howard,2,YES,NO,VEH,OTHER-COLLISION
1250006318,Jessup,07/27/2012 12:00:00 AM,5:07,2,FRIDAY   ,  Parking Lot,US 00001 Washington Blvd,0,U,Not Applicable,13,Howard,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1296004951,Berlin,07/28/2012 12:00:00 AM,17:07,5,SATURDAY ,MD 00090 OCEAN CITY EXPWY,MD 00589 RACETRACK RD,0.25,W,Not Applicable,23,Worcester,4,YES,NO,VEH,OTHER-COLLISION
1296004945,Berlin,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,MD 00090 OCEAN CITY EXPWY,UU 00000 ST MARTIN RIVER BRID,0,,Not Applicable,23,Worcester,2,YES,NO,VEH,OTHER-COLLISION
1296004943,Berlin,07/28/2012 12:00:00 AM,12:07,4,SATURDAY ,US 00050 OCEAN GATEWAY,CO 00174 JERRY MACK RD,100,W,Not Applicable,23,Worcester,3,NO,YES,VEH,OTHER-COLLISION
1295003470,Princess Anne,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,US 00013 MARKET ST,UU 00000 POCOMOKE RIVER BRDGE,0,U,Not Applicable,19,Somerset,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1295003463,Princess Anne,07/28/2012 12:00:00 AM,2:07,1,SATURDAY ,MD 00362 MT VERNON RD,UU 00000 STRUC MONIE CREEK,50,W,Not Applicable,19,Somerset,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1295003462,Princess Anne,07/28/2012 12:00:00 AM,2:07,1,SATURDAY ,US 00013 OCEAN HWY,MD 00920 FORTUNE LA,200,S,Not Applicable,19,Somerset,1,YES,NO,ANIMAL,OTHER-COLLISION
1294005664,McHenry,07/28/2012 12:00:00 AM,14:07,4,SATURDAY ,IS 00068 National Freeway,CO 00219 New Germany Road,0.25,W,Not Applicable,11,Garrett,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1294005662,McHenry,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,US 00219 GARRETT HWY,CO 00343 DEEP CREEK DR,0,U,Not Applicable,11,Garrett,3,YES,NO,VEH,OTHER-COLLISION
1283010325,Prince Frederick,07/28/2012 12:00:00 AM,19:07,5,SATURDAY ,MD 00262 LOWER MARLBORO RD,CO 00457 JUPITER DR,75,W,Not Applicable,4,Calvert,2,YES,NO,VEH,OTHER-COLLISION
1283010314,Prince Frederick,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,MD 00004 SOLOMONS ISLAND RD,MD 00002 SOLOMONS ISLAND RD,40,N,Not Applicable,4,Calvert,2,YES,NO,VEH,VEH
1283010313,Prince Frederick,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,MD 00002 SOLOMONS ISLAND RD,MD 00002 NO NAME,0,U,Not Applicable,4,Calvert,2,NO,YES,VEH,VEH
1282007671,Leonardtown,07/28/2012 12:00:00 AM,14:07,4,SATURDAY ,MD 00004 PATUXENT BEACH RD,CO 01013 PATUXENT BLVD,300,S,Not Applicable,18,St. Marys,2,YES,NO,VEH,OTHER-COLLISION
1282007670,Leonardtown,07/28/2012 12:00:00 AM,11:07,3,SATURDAY ,MD 00005 THREE NOTCH RD,CO 00002 MT WOLF RD,200,S,Not Applicable,18,St. Marys,3,NO,YES,VEH,OTHER-COLLISION
1280006776,Centreville,07/28/2012 12:00:00 AM,16:07,5,SATURDAY ,US 00050 OCEAN GATEWAY,MD 00213 CENTREVILLE RD/COLLE,0.2,E,Not Applicable,17,Queen Annes,2,NO,YES,VEH,FIXED OBJ
1280006770,,07/28/2012 12:00:00 AM,2:07,1,SATURDAY ,MD 00020 CHESTERTOWN RD,CO 00310 OLD FAIRLEE RD,0.25,E,Not Applicable,14,Kent,1,NO,NO,OTHER-COLLISION,FIXED OBJ
1280006768,Centreville,07/28/2012 12:00:00 AM,11:07,3,SATURDAY ,US 00050 BLUE STAR MEM HWY,UU 00000 EXIT #41,50,W,Not Applicable,17,Queen Annes,4,YES,NO,VEH,OTHER-COLLISION
1280006764,Centreville,07/28/2012 12:00:00 AM,8:07,3,SATURDAY ,US 00050 OCEAN GATEWAY,UU 00000 SPUR TO MD 404,100,W,Not Applicable,17,Queen Annes,2,YES,NO,VEH,OTHER-COLLISION
1267009082,Essex,07/28/2012 12:00:00 AM,17:07,5,SATURDAY ,IS 00695 BALTO BELTWAY,RP 00695 RP IS 695 TO MD 147,0,,Not Applicable,3,Baltimore,1,NO,YES,FIXED OBJ,FIXED OBJ
1267009068,Essex,07/28/2012 12:00:00 AM,11:07,3,SATURDAY ,IS 00795 NORTHWEST EXPRESSWAY,MD 00940 OWINGS MILLS BLVD,400,S,Not Applicable,3,Baltimore,3,NO,YES,VEH,VEH
1267009055,Essex,07/28/2012 12:00:00 AM,7:07,2,SATURDAY ,IS 00795 NORTHWEST EXPRESSWAY,MD 00940 OWINGS MILLS BLVD,900,N,Not Applicable,3,Baltimore,2,YES,NO,VEH,OTHER-COLLISION
1267009051,Essex,07/28/2012 12:00:00 AM,4:07,2,SATURDAY ,IS 00083 JONES FALLS EXPWY,CO 01474 RUXTON RD,0.5,N,Not Applicable,3,Baltimore,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1267009048,Essex,07/28/2012 12:00:00 AM,1:07,1,SATURDAY ,IS 00070 NO NAME,RP 00070 RAMP IS 70 TO IS 695,0,U,Not Applicable,3,Baltimore,1,NO,YES,PED,OTHER-COLLISION
1267009047,Essex,07/28/2012 12:00:00 AM,1:07,1,SATURDAY ,IS 00695 BALTO BELTWAY,MD 00372 WILKENS AVE,1500,N,Not Applicable,3,Baltimore,2,YES,NO,VEH,FIXED OBJ
1266008955,College Park,07/28/2012 12:00:00 AM,16:07,5,SATURDAY ,IS 00095 CAPITAL BELTWAY,MD 00450 ANNAPOLIS RD,100,S,Not Applicable,16,Prince Georges,,YES,NO,VEH,OTHER-COLLISION
1266008950,College Park,07/28/2012 12:00:00 AM,15:07,4,SATURDAY ,E 00495 CAPITAL BELTWAY,UU 00000 MONTGOMERY CO/L,200,S,Not Applicable,16,Prince Georges,2,NO,YES,VEH,OTHER-COLLISION
1265006573,Glen Burnie,07/28/2012 12:00:00 AM,14:07,4,SATURDAY ,IS 00695 BALTO BELTWAY,IS 00097 NO NAME,0,U,Not Applicable,2,Anne Arundel,2,NO,YES,VEH,OTHER-COLLISION
1265006572,Glen Burnie,07/28/2012 12:00:00 AM,9:07,3,SATURDAY ,IS 00097 NO NAME,UU 00000 INTERSTATE MM4,100,S,Not Applicable,2,Anne Arundel,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1265006563,Glen Burnie,07/28/2012 12:00:00 AM,1:07,1,SATURDAY ,IS 00695 BALTO BELTWAY,IS 00097 NO NAME,500,E,Not Applicable,2,Anne Arundel,2,NO,YES,VEH,NON-COLLISION
1264011622,Hagerstown,07/28/2012 12:00:00 AM,18:07,5,SATURDAY ,IS 00081 MD VETERANS MEM HWY,CO 00666 HALFWAY BLVD,250,N,Not Applicable,21,Washington,4,NO,YES,VEH,OTHER-COLLISION
1264011620,Hagerstown,07/28/2012 12:00:00 AM,18:07,5,SATURDAY ,IS 00081 MARYLAND VETERANS ME,CO 00666 HALFWAY BLVD,50,N,Not Applicable,21,Washington,5,NO,YES,VEH,OTHER-COLLISION
1264011594,Hagerstown,07/28/2012 12:00:00 AM,6:07,2,SATURDAY ,MD 00063 SPIELMAN RD,CO 00511 FALLING WATERS RD,1,E,Not Applicable,21,Washington,1,YES,NO,OTHER-COLLISION,OTHER-COLLISION
1263006147,Rockville,07/28/2012 12:00:00 AM,6:07,2,SATURDAY ,IS 00270 EISENHOWER MEM HWY,CO 00164 TUCKERMAN LA,0.25,S,Not Applicable,15,Montgomery,2,NO,YES,VEH,OTHER-COLLISION
1263006145,Rockville,07/28/2012 12:00:00 AM,16:07,5,SATURDAY ,IS 00495 CAPITAL BELTWAY,UU 00000 VIRGINIA ST/L,1000,E,Not Applicable,15,Montgomery,4,YES,NO,VEH,OTHER-COLLISION
1263006141,Rockville,07/28/2012 12:00:00 AM,12:07,4,SATURDAY ,IS 00270 EISENHOWER MEM HWY,IS 00270 DEMOCRACY BLVD,0.5,S,Not Applicable,15,Montgomery,2,YES,NO,VEH,NON-COLLISION
1263006134,Rockville,07/28/2012 12:00:00 AM,8:07,3,SATURDAY ,IS 00495 CAPITAL BELTWAY,MD 00097 GEORGIA AVE,0,U,Not Applicable,15,Montgomery,,NO,YES,NON-COLLISION,OTHER-COLLISION
1262008852,JFK,07/28/2012 12:00:00 AM,13:07,4,SATURDAY ,IS 00095 JFK Hwy,,,,,,,,,,,
1261006053,Forestville,07/28/2012 12:00:00 AM,21:07,6,SATURDAY ,US 00301 CRAIN HWY,CO 00108 CROOM STATION RD,300,N,Not Applicable,16,Prince Georges,2,YES,NO,VEH,OTHER-COLLISION
1261006051,Forestville,07/28/2012 12:00:00 AM,20:07,6,SATURDAY ,IS 00095 CAPITAL BELTWAY,IS 00595 JOHN HANSON HWY,0.5,N,Not Applicable,16,Prince Georges,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1258008544,,07/28/2012 12:00:00 AM,23:07,6,SATURDAY ,CO 00111 ANTHONY MILL RD,CO 00110 COUNTY FARM RD,500,S,Not Applicable,5,Caroline,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1258008534,,07/28/2012 12:00:00 AM,19:07,5,SATURDAY ,MD 00302 BARCLAY RD,CO 00390 WOODYARD RD (QA CO),10,W,Not Applicable,5,Caroline,2,NO,YES,VEH,OTHER-COLLISION
1258008530,,07/28/2012 12:00:00 AM,17:07,5,SATURDAY ,MD 00404 MEETING HOUSE RD,MD 00328 NEW BRIDGE RD,0,,Not Applicable,5,Caroline,2,NO,YES,VEH,OTHER-COLLISION
1258008508,Easton,07/28/2012 12:00:00 AM,5:07,2,SATURDAY ,US 00050 OCEAN GATEWAY,CO 00123 HOWELL POINT CUTOFF,0,U,Not Applicable,20,Talbot,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1257003866,Waldorf,07/28/2012 12:00:00 AM,20:07,6,SATURDAY ,US 00301 CRAIN HWY,MD 00234 BUDDS CREEK RD,0.5,N,Not Applicable,8,Charles,1,NO,YES,OTHER-COLLISION,FIXED OBJ
1257003864,Waldorf,07/28/2012 12:00:00 AM,18:07,5,SATURDAY ,MD 00005 LEONARDTOWN RD,MD 00925 OLD WASHINGTON RD,200,N,Not Applicable,8,Charles,2,YES,NO,VEH,OTHER-COLLISION
1257003852,Waldorf,07/28/2012 12:00:00 AM,6:07,2,SATURDAY ,MD 00227 POMFRET RD,CO 00139 PHILLIPS RD,0.25,W,Not Applicable,8,Charles,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1256012018,Westminster,07/28/2012 12:00:00 AM,11:07,3,SATURDAY ,MD 00140 Baltimore Blvd.,CO 00474 Sandymount Rd,0,U,Not Applicable,6,Carroll,3,NO,YES,VEH,VEH
1255009429,North East,07/28/2012 12:00:00 AM,18:07,5,SATURDAY ,MD 00213 SINGERLY RD,CO 00194 JOHNSTOWN RD,20,N,Not Applicable,7,Cecil,2,NO,YES,VEH,FIXED OBJ
1254004923,Salisbury,07/28/2012 12:00:00 AM,21:07,6,SATURDAY ,US 00013 SALISBURY BYPASS,RP 01013  US 13 RAMP TO MD 12,100,N,Not Applicable,22,Wicomico,1,YES,NO,OTHER-COLLISION,FIXED OBJ
1254004909,Salisbury,07/28/2012 12:00:00 AM,8:07,3,SATURDAY ,US 00050 OCEAN GATEWAY,CO 00294 WALSTON SWITCH RD,0,U,Not Applicable,22,Wicomico,2,YES,NO,VEH,OTHER-COLLISION
1253007608,Bel Air,07/28/2012 12:00:00 AM,20:07,6,SATURDAY ,MD 00024 VIETNAM VET MMRL HWY,CO 01988 EDGEWOOD RD,0,U,Not Applicable,12,Harford,2,NO,YES,VEH,OTHER-COLLISION
1251027326,Frederick,07/28/2012 12:00:00 AM,23:07,6,SATURDAY ,MU 00270 W RIDGEVILLE BLVD,MD 00808 S MAIN ST,200,W,Mount Airy,10,Frederick,,YES,NO,FIXED OBJ,OTHER-COLLISION
1251027249,Frederick,07/28/2012 12:00:00 AM,8:07,3,SATURDAY ,US 00015 JEFFERSON NATIONAL ,MD 00180 JEFFERSON PIKE,0,U,Not Applicable,10,Frederick,2,NO,YES,VEH,OTHER-COLLISION
1295003493,Princess Anne,07/29/2012 12:00:00 AM,16:07,5,SUNDAY   ,MD 00363 DEAL ISLAND RD,CO 00049 ANDERSON RD,0,U,Not Applicable,19,Somerset,3,YES,NO,VEH,OTHER-COLLISION
1294005675,McHenry,07/29/2012 12:00:00 AM,7:07,2,SUNDAY   ,CO 00028 FRIENDSVILLE ADD RD,CO 00040 OLD MORG TW RD EAST,1,S,Not Applicable,11,Garrett,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1294005674,McHenry,07/29/2012 12:00:00 AM,5:07,2,SUNDAY   ,US 00219 National Freeway,CO 00219 New Germany Rd.,0.25,W,Not Applicable,11,Garrett,1,YES,NO,FIXED OBJ,OTHER-COLLISION
1280006793,Centreville,07/29/2012 12:00:00 AM,1:07,1,SUNDAY   ,MD 00008 ROMANCOKE RD,UU 00000 FRIENDSHIP MANOR DR,200,S,Not Applicable,17,Queen Annes,2,NO,YES,VEH,OTHER-COLLISION
1267009117,Essex,07/29/2012 12:00:00 AM,18:07,5,SUNDAY   ,MD 00695 BALTO BELTWAY,US 00040 PULASKI HWY,0,U,Not Applicable,3,Baltimore,1,NO,YES,FIXED OBJ,FIXED OBJ
